codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
gzip,7167575,1986782,0.6,1816,0.31,1604,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,11.3925536473592,6.11207408289755,3,3,3
bzip2,7167575,1702860,1.57,10468,0.87,6700,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,4.35384215822645,1.86663660509832,2,4,6
xz,7167575,1530420,2.32,131568,0.29,9344,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,2.94635008121358,5.03283533556708,1,5,4
rans0,7167575,5281280,0.26,4840,0.24,4868,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,26.2905084169827,20.9859212239583,6,1,1
rans1,7167575,3696405,0.29,5572,0.29,6012,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,23.5708006497087,12.1557465915022,5,2,2
gabac,7167575,2025097,9.58,100240,1.14,115380,02_NA12878_S1.chr11.bam.cram_rawstreams.Container,2,0.713521105262581,1.69410789222048,4,6,7
gzip,94139522,15188726,311.13,1792,1.83,1676,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,0.288556051458108,7.91535403559116,5,6,1
bzip2,94139522,15570411,18.71,9884,7.43,6940,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,4.798420325503,1.99853311797972,6,4,5
xz,94139522,13360592,173.32,685900,2.19,67776,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,0.517992408782374,5.81810659469534,3,5,3
rans0,94139522,13453670,1.69,3968,2.27,4340,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,53.1233398166633,5.65216719841642,4,1,4
rans1,94139522,12779985,1.88,3852,2.09,5548,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,47.7544916437027,5.83155189404647,2,2,2
gabac,94139522,12467870,15.43,1791476,18.07,1802736,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,5.81843449709404,0.658012584354841,1,3,7
gzip,90162026,19617031,49.67,1828,1.43,1600,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,1.73112962575704,13.0826983418498,3,4,1
bzip2,90162026,19310838,11.27,9892,4.54,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,7.62956597261335,4.05644278169203,2,3,5
xz,90162026,17229808,110.91,680628,2.19,67796,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,0.775270115511248,7.50302528137485,1,5,4
rans0,90162026,24783028,1.96,4148,1.94,4340,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,43.8700043425268,12.1829573641118,6,1,2
rans1,90162026,23077748,2,4036,2.19,5676,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,42.9926042556762,10.0496144055231,5,2,3
gabac,90162026,20939759,253.86,908008,14.9,1261484,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,0.338711134134375,1.34024901678098,4,6,7
gzip,94689619,31575804,69.19,1872,2.17,1596,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,1.3051460857146,13.876973868515,6,5,1
bzip2,94689619,31260586,11.44,10196,6.32,6968,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,7.89362392225465,4.71715474430518,5,4,5
xz,94689619,28899632,132.54,686124,3.03,67844,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,0.681326827150997,9.09598573993141,4,6,4
rans0,94689619,26670585,2.09,4216,2.2,4520,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,43.2072046270781,11.561387235468,2,1,2
rans1,94689619,26569364,2.32,4424,2.34,5732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,38.923731754566,10.8284273718157,1,2,3
gabac,94689619,26813430,5.63,1484752,7.71,1511276,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,16.039619479679,3.31663807078558,3,3,7
gzip,80459456,22656176,64.19,1780,1.86,1544,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,1.19539050785509,11.616458687731,5,4,2
bzip2,80459456,20367792,18,9940,11.47,6956,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,4.26289537217882,1.69348213707974,2,3,7
xz,80459456,19911312,113.38,672608,2.21,67708,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,0.676769418761851,8.59226554767039,1,6,4
rans0,80459456,31644402,1.81,4468,1.98,4516,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,42.3934346404523,15.2416431542598,6,1,1
rans1,80459456,21466343,1.84,4288,2.05,5764,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,41.7022373365319,9.98629267622785,3,2,3
gabac,80459456,22327488,94.96,558760,4.21,573232,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,0.808046721769363,5.05775578514697,4,5,5
gzip,46004543,2196358,9.4,1684,0.66,1636,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,4.66737777628797,3.17365183974757,6,5,1
bzip2,46004543,1819282,0.93,9728,0.8,6760,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,47.1756463409751,2.16875314712524,3,3,3
xz,46004543,2140036,18.76,474800,0.73,48488,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,2.33866477063469,2.79574982107502,5,6,2
rans0,46004543,1886289,0.66,3608,0.83,4148,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,66.4747743895559,2.16735587062605,4,1,4
rans1,46004543,1562226,0.83,3576,1.01,5460,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,52.8594591531408,1.47510377487333,2,2,5
gabac,46004543,1519300,1.27,724636,1.93,725740,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,34.5459457457534,0.75073439840208,1,4,7
gzip,50716215,8954452,81.28,1776,4.94,1696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,0.595063381777035,1.72867022062602,6,6,4
bzip2,50716215,8629596,4.48,10628,6.69,6776,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,10.7961499265262,1.23016802184784,5,3,5
xz,50716215,7954800,72.85,516596,1.12,53596,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,0.663922466312112,6.77347183227539,4,5,1
rans0,50716215,7512089,0.86,3940,1.36,4348,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,56.2404089195783,5.26771054548375,3,1,3
rans1,50716215,7053346,0.96,3832,1.12,5660,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,50.3820329904556,6.00588832582746,2,2,2
gabac,50716215,6883003,5.3,926400,7.16,933240,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,9.12580220204479,0.916779773861336,1,4,6
gzip,98916182,54077990,84.85,1772,2.09,1644,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,1.11177162345746,24.6759761463512,5,5,1
bzip2,98916182,46061941,10.75,10408,6.86,6976,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,8.77523927910383,6.40351167573178,1,3,5
xz,98916182,46192064,92.45,690788,5.09,67768,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,1.02037666036091,8.65465325316183,2,6,4
rans0,98916182,61858177,2.64,4844,2.57,4892,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,35.732508428169,22.9543014259189,6,1,2
rans1,98916182,53428310,3.51,5824,3.3,6224,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,26.8757328348621,15.4403657624215,4,2,3
gabac,98916182,51317657,14.04,1828104,12.25,1879464,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,6.71893320871554,3.99512909869758,3,4,6
gzip,75662440,54573073,8.95,1748,1.88,1596,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,8.06227103291943,27.6834777060975,6,3,1
bzip2,75662440,45265803,10.19,9788,6.05,6880,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,7.0811899651255,7.13534441861239,1,4,5
xz,75662440,48755636,87.7,667220,5.91,67768,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,0.822774523884024,7.86751232373129,4,6,4
rans0,75662440,52798866,2.71,4752,1.95,4864,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,26.6263194629626,25.8220115074744,5,2,2
rans1,75662440,46189849,2.52,6008,2.95,6200,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,28.6338594224717,14.932228023723,2,1,3
gabac,75662440,48214609,65.22,1645328,35.5,1692728,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,1.10636807336137,1.29524040222167,3,5,7
gzip,46004543,11322092,88.11,1784,0.76,1692,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,0.497938384940494,14.207353089985,5,6,1
bzip2,46004543,11488202,4.23,9788,2.53,7004,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,10.3719506139732,4.33043604311735,6,4,5
xz,46004543,10040952,71.12,473868,1.16,49016,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,0.616891888317026,8.25499830574825,4,5,3
rans0,46004543,10004413,0.85,4128,1.02,4716,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,51.6157071730669,9.35387424394196,3,1,2
rans1,46004543,9204125,1.03,4220,1.11,5636,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,42.5954865020455,7.90787172747087,1,2,4
gabac,46004543,9206247,3.1,724532,4.02,733600,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,14.1526939022925,2.18402022746071,2,3,7
gzip,46004543,10059720,84.93,1780,0.77,1696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,0.516582492606934,12.4593462262834,6,6,1
bzip2,46004543,9926582,4.45,9936,2.34,6668,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,9.85918002182178,4.04560953123956,5,3,5
xz,46004543,8925156,64.21,475296,1.08,48372,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,0.68327910134102,7.88119633992513,3,5,3
rans0,46004543,8969974,0.85,4072,1.07,4616,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,51.6157071730669,7.99479796507648,4,1,2
rans1,46004543,8204633,1.03,4100,1.16,5680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,42.5954865020455,6.74529979968893,2,2,4
gabac,46004543,8117201,4.84,890700,4.18,898664,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,9.06474196221217,1.85195361598256,1,4,7
gzip,94149670,4845611,14.06,1676,12.29,1604,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,6.38606843365035,0.376007710170513,5,5,6
bzip2,94149670,4441131,1.91,9864,5.98,6884,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,47.0094880508502,0.708259627173178,3,2,4
xz,94149670,4300356,17.72,684552,4.75,67840,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,5.06704978426207,0.863397698653371,2,6,3
rans0,94149670,7117711,1.64,4616,1.87,4792,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,54.7488549860512,3.62993485149852,6,1,1
rans1,94149670,4709116,1.97,4648,4.78,5456,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,45.5777269934639,0.939532004639693,4,3,2
gabac,94149670,4096684,12.04,1791236,12.01,1794116,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,7.45748523065814,0.325304106014356,1,4,7
gzip,1236281,247370,0.59,1768,0.02,1608,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,1.99832108061192,11.7955207824707,3,4,2
bzip2,1236281,231002,0.18,8792,0.06,5940,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,6.55005243089464,3.67167790730794,2,3,5
xz,1236281,220108,0.83,81580,0.03,4168,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,1.4204932982663,6.99704488118489,1,5,4
rans0,1236281,352527,0.02,3180,0.02,2768,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,58.9504718780517,16.8097972869873,6,1,1
rans1,1236281,326591,0.02,3216,0.03,4172,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,58.9504718780517,10.3820482889811,5,1,3
gabac,1236281,267545,0.15,41136,0.1,41588,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,7.86006291707356,2.5515079498291,4,2,6
gzip,24897704,3197854,5.26,1776,0.41,1548,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,4.51412563541542,7.43832006687071,3,5,3
bzip2,24897704,3140951,3.46,10656,0.75,6772,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,6.86251469430206,3.99392573038736,2,4,4
xz,24897704,2129800,19.35,290204,0.57,26696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,1.22709565076409,3.56339571768777,1,6,5
rans0,24897704,12396320,0.6,4620,0.62,4628,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,39.5738347371419,19.0678258096018,6,1,1
rans1,24897704,6742831,0.66,4264,0.66,5680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,35.9762133974017,9.74312840086041,5,2,2
gabac,24897704,3261890,3.01,288436,1.26,364136,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,7.88847204062629,2.46887358408125,4,3,6
gzip,6850019,2500860,0.49,1748,0.12,1716,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,13.3320146677445,19.8750495910644,4,3,2
bzip2,6850019,2247952,1.22,9652,0.42,6668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,5.35466162884821,5.10431925455729,2,4,5
xz,6850019,2003384,2.19,131908,0.32,9128,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,2.98296218593371,5.97054958343505,1,5,4
rans0,6850019,5666218,0.23,4704,0.24,4948,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,28.4029877704122,22.5155274073282,6,1,1
rans1,6850019,4105489,0.31,5828,0.28,6196,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,21.073184474822,13.9832121985299,5,2,3
gabac,6850019,2415147,3.69,122260,0.57,141108,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,1.77037593148911,4.04081344604492,3,6,6
gzip,1209128,119157,0.55,1876,0.02,1732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,2.09657148881392,5.68184852600097,5,5,1
bzip2,1209128,111307,0.06,8532,0.05,3980,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,19.2185719807942,2.1230125427246,2,3,4
xz,1209128,107212,0.68,82724,0.07,4668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,1.69575635124655,1.46064758300781,1,6,6
rans0,1209128,272058,0.02,2892,0.06,2748,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,57.6557159423828,4.32424545288085,6,1,2
rans1,1209128,117600,0.04,2876,0.04,3612,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,28.8278579711914,2.80380249023437,4,2,3
gabac,1209128,113017,0.07,23876,0.07,24272,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,16.4730616978236,1.5397344316755,3,4,5
gzip,39434892,7367336,90.65,1736,0.65,1640,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,0.414870862334851,10.8092909592848,6,6,1
bzip2,39434892,7285920,3.39,10188,1.87,6848,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,11.0938181919334,3.71571913122493,5,4,5
xz,39434892,6461412,56.05,416176,0.95,41356,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,0.67097312525699,6.48640281275699,3,5,4
rans0,39434892,6749498,0.69,3920,0.89,4296,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,54.5044111168902,7.23238527105095,4,1,2
rans1,39434892,6290853,0.87,3956,0.92,5540,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,43.2276364030509,6.52111405911652,2,2,3
gabac,39434892,6091908,2.7,839188,2.69,845144,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,13.9289050632052,2.15973836338653,1,3,7
gzip,31755737,650769,1.89,1764,0.5,1644,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,16.0236141669056,1.24124336242675,4,5,3
bzip2,31755737,516860,0.53,9732,0.45,6168,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,57.140812783871,1.09536912706163,1,3,5
xz,31755737,538704,6.12,351264,0.44,33560,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,4.94846908095615,1.16760947487571,3,6,4
rans0,31755737,1334186,0.5,3800,0.6,4444,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,60.5692615509033,2.12063153584798,6,2,1
rans1,31755737,897255,0.61,4576,0.64,5484,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,49.6469356974617,1.33701413869857,5,4,2
gabac,31755737,538314,0.46,284120,0.76,304012,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,65.8361538596775,0.675495047318308,2,1,7
gzip,46004543,7550690,42.78,1772,0.74,1640,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,1.02555752915163,9.73094476235879,6,5,1
bzip2,46004543,7221331,2.7,9848,1.7,6828,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,16.2493892952247,4.0510575911578,5,4,5
xz,46004543,6564916,60.39,474912,1.1,48520,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,0.726500266552524,5.69162888960404,3,6,3
rans0,46004543,6734951,0.86,4020,0.96,4556,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,51.0155245315196,6.69057269891103,4,1,2
rans1,46004543,6017344,0.97,4080,1.11,5676,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,45.2302588629968,5.169897680884,2,2,4
gabac,46004543,5862340,1.76,724612,2.44,730052,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,24.9280403960834,2.29129634919713,1,3,6
gzip,94759522,24899936,98.09,1756,1.67,1600,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,0.921293937876776,14.2194188283589,6,5,1
bzip2,94759522,23988568,6.75,9780,5.12,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,13.3881070172345,4.46821898221969,5,3,4
xz,94759522,21879992,127.95,686356,4.33,67852,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,0.706289350264423,4.81902688535201,3,6,2
rans0,94759522,23778218,3.54,4748,5.04,4980,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,25.528170159981,4.49934043581523,4,2,3
rans1,94759522,21749687,2.3,4840,5.92,5804,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,39.291183637536,3.50373612867819,2,1,5
gabac,94759522,20843335,8.49,1794532,18.29,1849320,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,10.6442546956811,1.08680991021057,1,4,7
gzip,209715200,89283917,63.42,1780,3.92,1648,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,3.15357931251971,21.7213720691447,5,5,1
bzip2,209715200,80363714,21.73,9996,12.69,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,9.20386562356189,6.03946493402816,3,4,6
xz,209715200,78659184,281.41,691564,8.06,67828,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,0.710706797910521,9.30710217497189,2,6,4
rans0,209715200,107020350,4.56,4632,4.75,4928,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,43.859649122807,21.4868545532226,6,1,2
rans1,209715200,75438395,5.39,4528,5.78,5912,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,37.1057513914656,12.4469999623546,1,2,3
gabac,209715200,82236508,21.57,1007528,15.75,1025668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,9.27213722763096,4.97948225717696,4,3,7
gzip,15288203,11694785,1.17,1740,0.32,1684,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,12.461509867611,34.8531752824783,5,3,1
bzip2,15288203,10250721,2.14,9940,1.15,6700,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,6.81306847902101,8.5007385585619,2,4,5
xz,15288203,10012248,7.51,204704,1.05,17788,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,1.94140699668508,9.09373692103794,1,6,4
rans0,15288203,12161748,0.38,4708,0.39,5032,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,38.3683330134341,29.7393505389873,6,1,2
rans1,15288203,10818301,0.54,5956,0.48,6260,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,26.9999380464907,21.4940329392751,4,2,3
gabac,15288203,10456034,3.29,375284,2.45,361188,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,4.43160077358814,4.07006166419204,3,5,6
gzip,35897993,7844193,66.85,1752,0.53,1580,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,0.512116588401366,14.1147271642145,5,6,1
bzip2,35897993,7901055,3.58,9892,1.84,6752,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,9.56284746777412,4.09512675326803,6,4,5
xz,35897993,7027756,49.92,387208,0.77,38600,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,0.685797154139249,8.70414337554535,3,5,2
rans0,35897993,7154892,0.69,4088,0.8,4416,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,49.6159332385961,8.52929592132568,4,1,3
rans1,35897993,6638148,0.75,3968,0.86,5616,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,45.6466585795084,7.36119913500408,2,2,4
gabac,35897993,6508013,1.65,565908,2.87,572456,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,20.7484811725038,2.16255221217351,1,3,7
gzip,94759522,1853629,10.49,1800,1.3,1688,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,8.6148448394979,1.35981413034292,5,5,3
bzip2,94759522,1465279,1.4,9856,1.39,6728,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,64.5498016902378,1.00532298465426,2,2,4
xz,94759522,1695596,25.28,686836,1.18,67820,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,3.57475167588342,1.37037826796709,3,6,2
rans0,94759522,4570683,1.33,3780,1.75,4556,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,67.9471596739345,2.49082456316266,6,1,1
rans1,94759522,1722543,1.57,3616,1.85,5436,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,57.5603327174095,0.887970280002903,4,3,5
gabac,94759522,1366436,2.41,1485812,14.34,1487100,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,37.4978101105116,0.090874122608988,1,4,6
gzip,1456844,283051,1.79,1684,0.02,1624,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,0.776175813301981,13.4969234466552,6,6,1
bzip2,1456844,276500,0.14,9316,0.06,5880,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,9.92396218436104,4.3948491414388,4,3,5
xz,1456844,253208,1.43,81624,0.03,5444,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,0.971576717350032,8.04926554361979,3,5,3
rans0,1456844,276918,0.02,3028,0.03,2592,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,69.4677352905273,8.80298614501953,5,1,2
rans1,1456844,235271,0.03,3108,0.03,3776,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,46.3118235270182,7.47906366984049,2,2,4
gabac,1456844,232757,0.68,44456,0.49,45312,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,2.0431686850155,0.453008924211774,1,4,6
gzip,1603192,135199,0.34,1784,0.07,1732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,4.49683245490579,1.84194019862583,3,4,5
bzip2,1603192,135669,0.56,8832,0.05,5976,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,2.73021970476422,2.58768081665039,4,5,3
xz,1603192,117352,0.71,83984,0.03,5760,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,2.15341272488446,3.7305196126302,1,6,2
rans0,1603192,449083,0.03,3156,0.03,3004,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,50.9641011555989,14.2759641011556,6,1,1
rans1,1603192,425173,0.05,3288,0.17,4072,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,30.5784606933593,2.38515629487879,5,2,4
gabac,1603192,134090,0.12,21368,0.15,25956,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,12.7410252888997,0.852521260579427,2,3,7
gzip,5321916,633019,1.8,1732,0.08,1620,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,2.81965255737304,7.5461745262146,5,5,1
bzip2,5321916,605632,0.23,9456,0.15,6504,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,22.0668461011803,3.85050455729166,4,3,2
xz,5321916,566128,1.96,117352,0.16,8464,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,2.58947683840381,3.37438583374023,2,6,4
rans0,5321916,725739,0.17,3504,0.2,4012,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,29.8551447251263,3.46059322357177,6,2,3
