codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
gzip,2907940,512530,3.41,1700,0.04,1624,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,0.813263253,12.21966743,6,5,1
bzip2,2907940,496125,0.23,8984,0.17,6236,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,12.0575117,2.783186295,5,3,5
xz,2907940,452876,3.94,97128,0.09,5508,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,0.703864896,4.798846775,3,6,2
rans0,2907940,493146,0.06,3396,0.11,3736,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,46.22046153,4.275460677,4,1,4
rans1,2907940,428813,0.08,3368,0.09,5040,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,34.66534615,4.543866052,2,2,3
gabac,2907940,415908,0.3,85468,0.29,84556,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLen,2,9.244092306,1.367726819,1,4,7
gzip,24335637,201494,1.08,1752,0.37,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,21.48914072,0.519350413,3,5,3
bzip2,24335637,135203,0.23,8620,0.43,5176,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,100.9055303,0.299859601,1,1,5
xz,24335637,214188,2.64,284092,0.31,26944,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,8.791012114,0.658921273,4,6,1
rans0,24335637,279353,0.38,2748,0.48,3460,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,61.07439995,0.555024544,6,2,2
rans1,24335637,252919,0.49,3512,0.51,4616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,47.36382037,0.472945793,5,3,4
gabac,24335637,139347,0.57,218860,0.61,274800,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_IS_NVec,2,40.71626663,0.217855172,2,4,6
gzip,209715200,85493779,92.94,1752,5.81,1596,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,2.151925974,14.03325667,5,5,2
bzip2,209715200,75434291,20.5,9788,12.83,7000,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,9.756097561,5.607150889,3,4,7
xz,209715200,73975920,283.32,691448,7.43,67724,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,0.705915572,9.495146021,2,6,4
rans0,209715200,101153840,4.69,4528,4.59,4840,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,42.64392324,21.01695408,6,1,1
rans1,209715200,71519156,5.49,4488,5.65,5852,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,36.4298725,12.07185526,1,2,3
gabac,209715200,77499180,16.39,1001016,11.64,1020024,02_NA12878_S1.chr11.sam.deez_rawstreams.quality.cropped,2,12.20256254,6.349568514,4,3,5
gzip,19287128,93404,0.68,1764,0.49,1620,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,27.04946855,0.181789787,4,5,4
bzip2,19287128,61384,0.25,8784,0.39,4156,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,73.57455444,0.150103447,2,1,5
xz,19287128,93204,2.21,240344,0.42,21592,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,8.322913399,0.211633955,3,6,3
rans0,19287128,176106,0.26,2620,0.38,3300,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,70.74476389,0.441967814,6,2,1
rans1,19287128,150730,0.39,3440,0.53,4564,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,47.16317593,0.271221377,5,3,2
gabac,19287128,61364,0.44,174536,1.89,270492,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_NVec,2,41.80372412,0.030963635,1,4,7
gzip,209715200,203614,2.11,1784,3.04,1596,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,94.78672986,0.063875474,6,1,1
bzip2,209715200,177,2.75,9604,2.71,5780,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,72.72727273,6.23E-05,2,3,5
xz,209715200,30644,12.31,691176,0.77,67784,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,16.2469537,0.037953761,5,6,2
rans0,209715200,14600,2.67,2588,3.79,3436,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,74.90636704,0.003673785,3,2,3
rans1,209715200,15000,3.23,2576,4.34,4368,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,61.91950464,0.003296109,4,5,4
gabac,209715200,36,3.12,619292,6.46,678216,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagRG^.cropped,1,64.1025641,5.31E-06,1,4,7
gzip,209715200,203614,2.17,1756,3.02,1536,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,92.16589862,0.064298491,6,2,1
bzip2,209715200,177,2.36,9708,2.71,5680,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,84.74576271,6.23E-05,2,3,5
xz,209715200,30644,22.7,691216,0.76,67776,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,8.810572687,0.038453152,5,6,2
rans0,209715200,14600,2.73,2528,3.75,3244,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,73.26007326,0.003712972,3,4,3
rans1,209715200,15000,3.26,2584,4.15,4420,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,61.34969325,0.003447016,4,5,4
gabac,209715200,36,1.99,619156,5.16,678720,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagPG^.cropped,1,100.5025126,6.65E-06,1,1,6
gzip,209715200,91902272,61.41,1804,3.97,1732,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,3.256798567,22.07678499,5,5,1
bzip2,209715200,80604419,24.1,9800,13.85,7036,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,8.298755187,5.550206801,3,4,7
xz,209715200,80602824,319.25,691444,7.9,67792,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,0.626468285,9.730233301,2,6,4
rans0,209715200,106425863,4.62,4584,5.97,4840,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,43.29004329,17.00094006,6,1,2
rans1,209715200,78332114,5.52,4516,6.16,5864,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,36.23188406,12.12716319,1,2,3
gabac,209715200,84511608,16.08,1002352,11.34,1028396,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.quality.cropped,1,12.43781095,7.10727954,4,3,6
gzip,34429632,7965901,23.54,1736,0.59,1608,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,1.39484519,12.87605965,4,4,2
bzip2,34429632,6808750,2.29,9784,1.44,6728,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,14.33827763,4.509256946,2,3,5
xz,34429632,6295776,30.6,374616,0.91,36716,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,1.073027966,6.597933926,1,5,4
rans0,34429632,10857583,0.7,4652,0.79,4628,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,46.90665109,13.10708613,6,1,1
rans1,34429632,9274725,0.92,5592,0.9,6076,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,35.68984322,9.827852249,5,2,3
gabac,34429632,7211879,47.19,389400,10.04,645124,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedDiff,1,0.695796901,0.685038225,3,6,7
gzip,333018,231812,0.11,1728,0.01,1744,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,2.887188305,22.10731506,4,3,3
bzip2,333018,190771,0.05,5192,0.02,4300,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,6.35181427,9.096670151,2,2,4
xz,333018,183808,0.19,71104,0.03,2524,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,1.671530071,5.843098958,1,5,5
rans0,333018,263884,0.01,2440,0.01,2228,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,31.75907135,25.16593933,6,1,1
rans1,333018,232417,0.01,3444,0.01,3376,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,31.75907135,22.16501236,5,1,2
gabac,333018,207825,0.16,15460,0.11,16916,02_NA12878_S1.chr11.sam.deez_rawstreams.TagX1k,2,1.984941959,1.801794226,3,4,6
gzip,671424,173942,0.97,1756,0.02,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,0.66012353,8.294200897,6,6,1
bzip2,671424,164270,0.06,5160,0.06,3728,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,10.67199707,2.611001333,5,3,5
xz,671424,157652,0.58,74196,0.05,2752,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,1.103999697,3.006973267,4,5,4
rans0,671424,149798,0.02,2384,0.02,2744,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,32.01599121,7.142925262,3,1,2
rans1,671424,146571,0.03,3508,0.02,3248,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,21.34399414,6.989049911,2,2,3
gabac,671424,143381,0.09,24576,0.07,25020,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_NVec,2,7.114664714,1.953411102,1,4,6
gzip,209715200,33349280,37.62,1800,3.14,1632,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,5.316321106,10.12877446,3,4,3
bzip2,209715200,29869762,28.61,9932,8.92,7048,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,6.99056274,3.193500544,2,3,6
xz,209715200,24258388,175.26,691432,4.71,67736,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,1.141161703,4.911805009,1,5,4
rans0,209715200,98500747,4.5,4464,4.72,4920,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,44.44444444,19.9020408,6,1,1
rans1,209715200,73618696,5.24,4512,5.57,5868,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,38.16793893,12.60471447,5,2,2
gabac,209715200,38075847,271.35,2051308,11.85,2477616,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.TagXAZ.cropped,1,0.737055463,3.064300199,4,6,7
gzip,51186215,12001161,71.55,1888,0.82,1740,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,0.682249876,13.95755977,6,5,1
bzip2,51186215,11681137,5.95,10404,2.68,7004,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,8.204198084,4.156716546,5,3,5
xz,51186215,10730956,81.06,518832,1.58,52432,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,0.602207977,6.477112106,3,6,3
rans0,51186215,10948689,1.04,4088,1.13,4492,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,46.93747942,9.240250883,4,1,2
rans1,51186215,9715203,1.55,4060,1.57,5776,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,31.49353458,5.90136279,1,2,4
gabac,51186215,10018336,13.62,930012,9.25,940144,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedTLenBit,2,3.584065976,1.032889701,2,4,7
gzip,46004543,7556928,151.3,1764,0.72,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,0.289975883,10.00951131,5,6,1
bzip2,46004543,7668546,4.59,9836,2.21,6812,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,9.558464291,3.309183423,6,4,5
xz,46004543,6627128,101.98,472660,1.33,47132,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,0.430215249,4.751971252,3,5,4
rans0,46004543,7024541,1.06,3988,1.16,4568,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,41.38995387,5.775107186,4,1,2
rans1,46004543,6131304,1.24,3944,1.18,5572,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,35.38173476,4.955311145,2,2,3
gabac,46004543,6096123,4.02,890468,3.15,897172,02_NA12878_S1.chr11.sam.deez_rawstreams.TagSMj,2,10.91376893,1.845624106,1,3,6
gzip,209715200,90316071,38.01,1712,4.26,1548,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,5.261773218,20.21880687,2,4,2
bzip2,209715200,90463161,25.42,9800,15.14,6976,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,7.867820614,5.698308668,3,3,5
xz,209715200,86271708,124.43,691300,9.1,67880,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,1.607329422,9.041221116,1,6,4
rans0,209715200,171274336,5.56,4708,5.18,5180,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,35.97122302,31.53280604,6,1,1
rans1,209715200,119003661,7.45,5820,7.62,6400,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,26.84563758,14.89379725,5,2,3
gabac,209715200,114023000,69.1,3397440,24.11,3859648,02_NA12878_S1.chr11.sam.deez_rawstreams.readNameContent.cropped,2,2.894356006,4.510195213,4,5,7
gzip,40070849,9578098,61.16,1760,1.36,1612,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,0.624828965,6.71646034,6,6,2
bzip2,40070849,9433661,5.18,9836,2.78,6948,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,7.377324233,3.236201513,5,3,5
xz,40070849,8536808,59.62,423144,1.61,41852,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,0.640968459,5.056729524,3,5,3
rans0,40070849,8891428,0.69,4116,1.13,4328,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,55.38339062,7.50400577,4,1,1
rans1,40070849,8230614,1.7,3968,2.11,5788,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,22.4791409,3.720059327,2,2,4
gabac,40070849,8049842,12.38,842440,15.01,850716,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOpcodes,2,3.086796408,0.511454202,1,4,7
gzip,15061845,11927809,1.08,1728,0.36,1552,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,13.30008772,31.59790304,5,3,1
bzip2,15061845,11827349,2.86,9944,1.57,6704,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,5.022410746,7.184356033,3,4,4
xz,15061845,11607904,8.45,202140,1.62,18580,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,1.699892868,6.833432045,2,5,5
rans0,15061845,11919231,0.58,4724,0.51,4920,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,24.76568058,22.28836172,4,1,2
rans1,15061845,11281497,0.66,5160,0.7,6176,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,21.7637799,15.36981991,1,2,3
gabac,15061845,12041941,14.23,389500,8.72,374344,02_NA12878_S1.chr11.sam.deez_rawstreams.EditHSlen,2,1.009423383,1.316982781,6,6,6
gzip,209715200,863630,3.81,1748,2.73,1640,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,52.49343832,0.301692949,4,3,2
bzip2,209715200,486433,61.24,10084,6,6400,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,3.265839321,0.077316443,1,6,5
xz,209715200,785256,20.82,691324,2.54,67768,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,9.606147935,0.294834047,3,5,3
rans0,209715200,74413482,3.7,4296,4.12,4704,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,54.05405405,17.22481228,6,2,1
rans1,209715200,965472,3.3,3624,4.18,5344,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,60.60606061,0.220274127,5,1,4
gabac,209715200,513735,5.15,1848232,47.66,2128480,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.tagBuffer.cropped,1,38.83495146,0.010279813,2,4,7
gzip,51186215,12405632,116.39,1740,2.55,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,0.4194087,4.639581419,5,6,3
bzip2,51186215,12646943,8.72,9788,5.38,7048,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,5.598048005,2.241833591,6,3,5
xz,51186215,11048068,103.35,518716,1.58,54036,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,0.472326837,6.668518163,4,5,2
rans0,51186215,10440846,1.12,4068,2.16,4320,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,43.58480232,4.609799385,3,1,4
rans1,51186215,10052270,1.35,4100,1.36,5628,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,36.15924341,7.0489645,1,2,1
gabac,51186215,10101514,25.52,929912,12.99,939500,02_NA12878_S1.chr11.sam.deez_rawstreams.EditOPLen,2,1.912812641,0.741613122,2,4,6
gzip,189519044,34179771,662.88,1792,2.88,1624,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,0.272657864,11.31818394,5,6,1
bzip2,189519044,28235719,31.5,9932,8.96,7052,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,5.73776015,3.00532143,4,4,7
xz,189519044,27775316,363.81,691460,3.94,67824,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,0.496796253,6.72299632,3,5,3
rans0,189519044,50266133,3.43,4356,4.24,4668,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,52.69371567,11.30601887,6,1,2
rans1,189519044,26434312,3.59,3996,4.29,5568,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,50.34524923,5.87639264,2,2,4
gabac,189519044,26385091,7.18,901028,7.38,959248,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.MappingFlag,1,25.17262461,3.409591277,1,3,6
gzip,94759522,31577280,70.46,1736,2.4,1632,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,1.282567732,12.54768372,6,5,1
bzip2,94759522,31259466,11.11,9852,5.84,6884,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,8.134088422,5.104683197,5,4,4
xz,94759522,28902816,131.64,685652,5.97,67920,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,0.686491358,4.617064203,4,6,5
rans0,94759522,26674906,2.15,4204,3.05,4420,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,42.03242901,8.340712375,2,1,3
rans1,94759522,26577768,3.43,4668,2.97,5836,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,26.34685783,8.534186777,1,2,2
gabac,94759522,26814412,5.65,1485892,9,1512492,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditLocation,1,15.99464113,2.841357337,3,3,7
gzip,21983148,16151762,1.91,1784,0.48,1736,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,10.97631604,32.09066788,2,3,1
bzip2,21983148,16721224,3.03,9776,1.87,6660,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,6.919063908,8.527594582,3,4,5
xz,21983148,15437596,8.71,262236,1.58,24624,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,2.406976308,9.317999248,1,5,4
rans0,21983148,20598480,0.72,4816,0.65,5052,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,29.11772728,30.22190974,6,1,2
rans1,21983148,19116770,1.01,5872,0.89,6580,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,20.75719172,20.48446355,5,2,3
gabac,21983148,16852694,89.29,453020,9.64,520260,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditACGT_IS_SeqVec,1,0.234794083,1.667217991,4,6,6
gzip,17401796,10672097,3.95,1668,0.42,1648,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,4.201429343,24.2326305,5,5,1
bzip2,17401796,9322191,2.57,9804,1.23,6792,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,6.457449768,7.227913926,3,3,5
xz,17401796,8723864,11.38,225020,0.99,19624,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,1.458316863,8.403762663,1,6,4
rans0,17401796,11042264,0.48,4748,0.46,5116,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,34.5742623,22.89287733,6,1,2
rans1,17401796,9666537,0.56,5900,0.53,6168,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,29.63508197,17.39382654,4,2,3
gabac,17401796,9140416,2.6,436724,1.87,412848,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.pairedTlen,1,6.382940733,4.661486621,2,4,6
gzip,21816746,3606248,63.48,1692,0.34,1672,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,0.327757882,10.11525322,6,6,1
bzip2,21816746,3564954,2.43,10612,1.01,6824,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,8.562168859,3.366143633,5,3,5
xz,21816746,3141680,41.93,262444,0.52,24696,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,0.496209643,5.761806781,4,5,3
rans0,21816746,3111285,0.49,4008,0.5,4376,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,42.46136802,5.934305191,3,1,2
rans1,21816746,2897928,0.5,4088,0.59,5576,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,41.61214066,4.68420255,2,2,4
gabac,21816746,2838891,9.63,470796,6.78,441616,02_NA12878_S1.chr11.sam.deez_rawstreams.TagMQj,2,2.160547282,0.399318206,1,4,6
gzip,51186215,22635012,22.47,1748,2.05,1608,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,2.172451206,10.52996566,5,5,2
bzip2,51186215,22735417,8.49,9792,3.63,7052,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,5.749703015,5.973053241,6,3,5
xz,51186215,20906808,64.96,519916,3.12,52800,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,0.751462109,6.390476227,4,6,4
rans0,51186215,19217321,1.24,4400,2.29,4544,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,39.36691823,8.003085357,1,1,3
rans1,51186215,19240421,2.15,4880,1.71,5928,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,22.70464121,10.73046511,2,2,1
gabac,51186215,19437941,10.43,805484,7.14,824236,02_NA12878_S1.chr11.sam.deez_rawstreams.EditLocation,2,4.680247229,2.596283627,3,4,6
gzip,134798116,30348124,146.17,1696,2.21,1688,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,0.879479381,13.09603005,4,5,1
bzip2,134798116,24027183,12.83,10724,6.73,7040,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,10.01975847,3.404770776,3,3,5
xz,134798116,22722484,182.58,691504,4.07,67744,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,0.704094102,5.324287321,2,6,4
rans0,134798116,40130434,3.37,4384,3.63,4624,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,38.1464395,10.54307554,6,1,2
rans1,134798116,31756930,4.24,5196,4.45,5836,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,30.31922196,6.805790676,5,2,3
gabac,134798116,22334677,13.53,823008,7.65,849272,02_NA12878_S1.chr11.sam.deez_rawstreams.pairedDiff,2,9.501367415,2.784314748,1,4,6
gzip,53709595,4522636,27.47,1780,0.78,1620,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,1.864632737,5.529643328,5,5,1
bzip2,53709595,3866571,2.16,9968,1.38,6764,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,23.71363949,2.672064823,2,3,4
xz,53709595,4069216,37.52,542980,1.16,55876,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,1.36517754,3.345436885,4,6,3
rans0,53709595,4626638,1.06,3816,1.12,4440,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,48.3221333,3.939558778,6,2,2
rans1,53709595,3960189,0.94,3740,1.47,5592,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,54.49091627,2.569204447,3,1,5
gabac,53709595,3332211,2.81,951096,3.49,952660,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.EditOpcodes,1,18.22827804,0.910557034,1,4,7
gzip,87347840,54739002,13.77,1764,1.87,1636,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,6.049483776,27.9161392,6,5,1
bzip2,87347840,44683847,11.24,10820,5.63,6884,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,7.411155836,7.56906523,3,4,5
xz,87347840,45044440,97.87,678816,4.63,67724,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,0.851143268,9.278126463,4,6,4
rans0,87347840,53914265,2.05,4720,1.96,4728,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,40.63482517,26.2329846,5,1,2
rans1,87347840,43276270,2.37,5864,2.33,6156,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,35.1482665,17.71307606,1,2,3
gabac,87347840,44011267,9.99,1737656,8.66,1780188,01_ERR17431.aln.sort.dupmark.rg.11.sam.deez_rawstreams.readNamePair,1,8.338477638,4.846699188,2,3,6
gzip,129852486,83491341,17.23,1724,3.68,1616,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,7.187288498,21.63683357,2,3,1
bzip2,129852486,85950184,19.82,10720,11.25,7000,02_NA12878_S1.chr11.sam.deez_rawstreams.EditACGT_U_SeqVec,2,6.248081777,7.286087375,3,4,5
