codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
xz,809962,71316,0.9,76792,0.03,2956,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,0.85826661851671,2.2670745849609375,2,5,5
rans0,809962,101312,0.01,2440,0.02,2852,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,77.2439956665039,4.8309326171875,6,1,2
rans1,809962,82869,0.02,2372,0.02,3440,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,38.62199783325195,3.9515018463134766,5,2,3
gabac,809962,63786,0.06,26544,0.06,25708,05_9827_2#49.unmapped.bam_filtered.rcomp.codec_stats,05,12.873999277750652,1.0138511657714844,1,3,6
gzip,25193664,5358726,23.58,1756,0.45,1612,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,1.0189376714575382,11.356620788574219,4,5,2
bzip2,25193664,4075689,2.54,9768,1.12,6832,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,9.459271768885335,3.4704285008566718,3,4,5
xz,25193664,3766384,26.69,292240,0.87,27704,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,0.9002079540265548,4.128624927038434,2,6,4
rans0,25193664,7771105,0.58,4156,0.58,4424,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,41.42508671201509,12.777764221717572,6,1,1
rans1,25193664,7375250,0.75,5296,0.81,5924,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,32.035400390625,8.683440126018759,5,2,3
gabac,25193664,3752275,1.86,174472,1.5,176636,09_sample-2-10_sorted.bam_filtered.glen.codec_stats,09,12.91750015751008,2.3856321970621743,1,3,6
gzip,209715200,78914605,135.08,1768,6.79,1648,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,1.4806040864672785,11.08377495991815,5,5,1
bzip2,209715200,65762300,26.71,10308,14.44,6968,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,7.487832272557094,4.343200588490494,3,3,7
xz,209715200,63540176,233.52,691480,10.43,67712,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,0.8564576909900651,5.809840259936032,2,6,3
rans0,209715200,99003893,10.58,4516,9.69,4992,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,18.90359168241966,9.743804951324305,6,2,2
rans1,209715200,70168174,9.33,5224,12.58,5728,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,21.436227224008576,5.319362907227727,4,1,4
gabac,209715200,62755458,80.0,1259120,12.03,1345848,02_NA12878_S1.bam_filtered.indp.cropped.codec_stats,02,2.5,4.974918413043319,1,4,6
gzip,110736027,31570595,98.08,1764,1.94,1620,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,1.0767343479890807,15.519621445960606,6,5,1
bzip2,110736027,30003941,16.07,9808,6.91,7004,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,6.571630668996207,4.140953389677056,5,4,5
xz,110736027,28746284,194.92,691380,3.79,67824,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,0.5417920421237895,7.233401779134544,4,6,4
rans0,110736027,27824293,2.44,4136,2.35,4460,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,43.281190512610266,11.291622811175406,2,1,2
rans1,110736027,27697887,3.42,4124,3.41,5776,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,30.878978026540658,7.746264941531542,1,2,3
gabac,110736027,28087426,9.6,1921292,8.58,1980328,20_MH0003_081203_clean_1.bam_filtered.subtype.codec_stats,20,11.000635921955109,3.1219413508346308,3,3,6
gzip,1035814,119878,0.81,1764,0.01,1624,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,1.2195422325605227,11.432456970214844,5,5,2
bzip2,1035814,93313,0.4,8832,0.05,5788,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,2.4695730209350586,1.7798042297363281,1,4,5
xz,1035814,95288,1.07,79832,0.03,4436,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,0.9232048676392742,3.029123942057292,2,6,4
rans0,1035814,367473,0.03,3492,0.03,3908,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,32.92764027913412,11.681652069091797,6,2,1
rans1,1035814,110960,0.02,3232,0.02,3556,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,49.39146041870117,5.290985107421875,4,1,3
gabac,1035814,100990,0.12,30196,0.1,29420,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.nmis.codec_stats,10,8.23191006978353,0.9631156921386719,3,3,6
gzip,5006244,2643702,2.95,1756,0.11,1604,02_NA12878_S1.bam_filtered.npos.codec_stats,02,1.6184157032077595,22.920279069380328,5,5,1
bzip2,5006244,2061816,0.72,9840,0.34,6828,02_NA12878_S1.bam_filtered.npos.codec_stats,02,6.631008783976237,5.783238130457261,2,4,5
xz,5006244,2079936,3.89,115440,0.32,8648,02_NA12878_S1.bam_filtered.npos.codec_stats,02,1.2273332453632109,6.198692321777344,3,6,4
rans0,5006244,2660913,0.13,4728,0.14,4808,02_NA12878_S1.bam_filtered.npos.codec_stats,02,36.725587111253006,18.126031330653596,6,1,2
rans1,5006244,2412135,0.17,5564,0.15,6004,02_NA12878_S1.bam_filtered.npos.codec_stats,02,28.08427249684053,15.335941314697266,4,2,3
gabac,5006244,2043857,0.38,44248,0.39,44764,02_NA12878_S1.bam_filtered.npos.codec_stats,02,12.564016643323397,4.997881864890074,1,3,7
gzip,28320525,582713,3.76,1772,0.42,1624,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,7.183126946713062,1.3231390998477028,3,4,2
bzip2,28320525,617744,10.45,10272,1.24,6512,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,2.5845509396785755,0.4751020862210181,4,6,4
xz,28320525,703608,6.92,318476,0.52,30736,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,3.9029707109307967,1.2904093815730169,5,5,3
rans0,28320525,3807784,0.55,3924,0.58,4344,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,49.10646785389293,6.2610100055563045,6,1,1
rans1,28320525,425029,0.65,3048,0.86,4812,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,41.55162664560171,0.4713246988695721,1,2,5
gabac,28320525,473347,1.79,522936,1.63,489976,05_9827_2#49.bam_filtered.rcomp.codec_stats,05,15.088579508179393,0.27694409610303633,2,3,6
gzip,163296694,60534005,147.34,1756,3.46,1748,07_chr1_g.gtl_filtered.indp.codec_stats,07,1.0569557691180302,16.68489186060911,5,5,1
bzip2,163296694,52202602,18.67,9936,10.3,6876,07_chr1_g.gtl_filtered.indp.codec_stats,07,8.341288860302654,4.833425318153159,3,3,4
xz,163296694,47934320,192.46,691436,17.7,67768,07_chr1_g.gtl_filtered.indp.codec_stats,07,0.8091648291689212,2.5826966021694036,2,6,5
rans0,163296694,66919616,4.4,4492,5.1,4844,07_chr1_g.gtl_filtered.indp.codec_stats,07,35.39360523223877,12.513631184895834,6,1,2
rans1,163296694,56134842,5.75,5188,5.76,5744,07_chr1_g.gtl_filtered.indp.codec_stats,07,27.083802264669668,9.294159213701885,4,2,3
gabac,163296694,47597399,21.35,3380196,18.34,3425744,07_chr1_g.gtl_filtered.indp.codec_stats,07,7.29423246003984,2.4750499974940308,1,4,7
gzip,209715200,72741020,173.92,1756,3.75,1608,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,1.1499540018399266,18.498998006184895,5,5,1
bzip2,209715200,61733581,33.31,10596,11.79,7044,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,6.004202942059441,4.993531014375307,4,4,6
xz,209715200,59433380,282.74,691432,9.4,67876,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,0.7073636556553724,6.029796600341797,3,6,4
rans0,209715200,78314631,5.62,4216,5.33,4704,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,35.587188612099645,14.012505100099947,6,1,2
rans1,209715200,58774293,6.28,4580,5.85,5660,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,31.84713375796178,9.581458751971905,2,2,3
gabac,209715200,54911379,10.56,941348,10.09,994400,08_m131003.sorted.bam_filtered.indp.cropped.codec_stats,08,18.939393939393938,5.190046762215016,1,3,5
gzip,99990853,28425716,84.75,1824,1.79,1604,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,1.1251765000784995,15.14462305846827,6,5,1
bzip2,99990853,27003082,13.9,9892,5.86,6948,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,6.860338732493009,4.394564124097596,5,4,5
xz,99990853,26585520,179.22,690240,3.35,67716,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,0.5320762659393641,7.568336600687966,4,6,4
rans0,99990853,24993459,2.24,4068,2.31,4464,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,42.57085195609501,10.31845018461153,2,1,2
rans1,99990853,24919563,2.55,4172,2.62,5664,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,37.39557191437366,9.070666873728046,1,2,3
gabac,99990853,25430232,10.14,1836728,9.6,1893784,20_MH0001_081026_clean_1.bam_filtered.subtype.codec_stats,20,9.404211871957873,2.526266574859619,3,3,7
gzip,2067304,304682,7.39,1752,0.03,1676,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,0.266784131123668,9.685579935709637,5,6,1
bzip2,2067304,313991,0.28,9032,0.13,6020,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,7.041195460728236,2.3034242483285756,6,4,5
xz,2067304,274964,3.38,89880,0.05,4452,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,0.5832942985218658,5.2445220947265625,4,5,3
rans0,2067304,258211,0.03,2928,0.04,3464,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,65.71782430013022,6.1562299728393555,3,1,2
rans1,2067304,258125,0.05,2800,0.06,4800,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,39.430694580078125,4.102786382039389,2,2,4
gabac,2067304,255382,0.1,38420,0.14,38452,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.grcomp.codec_stats,03,19.715347290039062,1.7396518162318637,1,3,7
gzip,16166010,6504836,8.31,1744,0.31,1616,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,1.855247717902118,20.01127427624118,5,5,1
bzip2,16166010,5181907,2.31,9900,1.04,6756,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,6.674072959206321,4.751780399909386,1,4,5
xz,16166010,5331136,19.12,214144,0.6,18580,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,0.8063341284396758,8.473612467447918,2,6,4
rans0,16166010,7045741,0.47,4628,0.44,4644,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,32.802358586737455,15.271232344887473,6,1,2
rans1,16166010,5446492,0.55,4364,0.52,5724,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,28.031106428666547,9.988806797907902,3,2,3
gabac,16166010,5747743,2.24,279136,2.02,269820,20_MH0001_081026_clean_2.bam_filtered.mpair.codec_stats,20,6.882637739181518,2.7136014239622814,4,3,6
gzip,18535064,2764062,80.74,1772,0.28,1608,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,0.21893007790123972,9.414339065551756,5,6,1
bzip2,18535064,2901635,2.42,10236,1.03,6824,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,7.304303508159543,2.6866162864907275,6,4,5
xz,18535064,2487264,38.3,234504,0.42,20488,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,0.46152518249989805,5.647713797433036,4,5,2
rans0,18535064,2318218,0.36,3928,0.43,4332,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,49.101151360405815,5.14145341030387,2,1,3
rans1,18535064,2318468,0.48,3768,0.5,5508,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,36.82586352030437,4.422126770019531,3,2,4
gabac,18535064,2316905,1.15,446788,1.05,415416,07_chr2_g.gtl_filtered.grcomp.codec_stats,07,15.370795208474865,2.104355040050688,1,3,6
gzip,10098820,9870,0.1,1896,0.14,1596,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,96.30985260009766,0.06723403930664062,6,1,1
bzip2,10098820,50,0.25,6032,0.13,4852,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,38.52394104003906,0.0003667978140024038,2,4,5
xz,10098820,1596,1.25,158104,0.03,13080,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,7.7047882080078125,0.0507354736328125,5,6,2
rans0,10098820,714,0.14,2436,0.21,3256,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,68.79275185721261,0.00324249267578125,3,2,3
rans1,10098820,734,0.17,2692,0.24,4476,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,56.65285447064568,0.0029166539510091147,4,3,4
gabac,10098820,36,0.26,94200,0.23,136088,09_sample-2-10_sorted.bam_filtered.ptfl.codec_stats,09,37.04225100003756,0.00014927076256793478,1,5,7
gzip,67095266,2898384,49.0,1772,0.94,1616,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,1.3058577946254186,2.94054721264129,4,6,1
bzip2,67095266,2643711,3.04,10720,1.53,6700,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,21.048365768633392,1.6478688109154795,3,3,5
xz,67095266,2488604,40.09,658520,0.91,67696,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,1.5960846080480295,2.608041448907538,2,5,2
rans0,67095266,4086539,1.32,3772,1.59,4220,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,48.475024194428414,2.451086344209107,6,1,3
rans1,67095266,3152462,1.44,3768,1.57,5500,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,44.435438844892715,1.9149184986284584,5,2,4
gabac,67095266,2182641,3.93,1056124,3.46,1056000,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.ptfl.codec_stats,10,16.281687515685878,0.6015978796633682,1,4,7
gzip,713404,106841,3.02,1704,0.01,1552,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,0.2252831364309551,10.189151763916016,5,6,1
bzip2,713404,110185,0.1,8520,0.04,4784,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,6.803550720214844,2.6270151138305664,6,4,5
xz,713404,98908,1.13,74652,0.01,2864,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,0.6020841345322872,9.432601928710938,4,5,2
rans0,713404,89237,0.01,2188,0.01,2728,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,68.03550720214844,8.510303497314453,2,1,3
rans1,713404,89243,0.02,2272,0.02,3304,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,34.01775360107422,4.255437850952148,3,2,4
gabac,713404,89185,0.04,16708,0.06,16936,08_m131003.sorted.bam_filtered.grcomp.codec_stats,08,17.00887680053711,1.4175573984781902,1,3,7
gzip,8269216,4174014,5.61,1876,0.18,1624,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,1.4057288620348707,22.114721934000652,5,5,1
bzip2,8269216,3228092,1.22,9636,0.5,6776,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,6.464048291816086,6.157096862792969,2,4,4
xz,8269216,3273476,7.56,142100,0.55,12128,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,1.043140068256035,5.6760545210404825,3,6,5
rans0,8269216,4213607,0.23,4684,0.22,4608,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,34.28756050441576,18.265494433316317,6,1,2
rans1,8269216,3873100,0.31,5564,0.27,6004,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,25.439157793598792,13.680281462492765,4,2,3
gabac,8269216,3112820,0.42,39260,0.6,47112,03_NA12878.pacbio.bwa-sw.20140202_chr1.bam_filtered.glen.codec_stats,03,18.776521228608633,4.947694142659506,1,3,6
gzip,10039026,3011290,7.53,1752,0.19,1548,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,1.271442398132081,15.114683853952508,6,4,1
bzip2,10039026,2895751,1.55,10636,0.54,6828,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,6.176749198667465,5.114080287792064,4,3,5
xz,10039026,2705756,11.49,158096,0.32,12716,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,0.8332429293241576,8.063781261444092,2,5,3
rans0,10039026,2947628,0.32,4228,0.28,4380,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,29.918628931045532,10.039561135428292,5,1,2
rans1,10039026,2743354,0.32,4152,0.33,5688,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,29.918628931045532,7.928079547304096,3,1,4
gabac,10039026,2362262,1.19,233076,0.97,217732,09_sample-2-10_sorted.bam_filtered.indt.codec_stats,09,8.045345594903,2.322503709301506,1,2,7
gzip,34252978,13838675,21.74,1744,0.7,1624,05_9827_2#49.bam_filtered.indp.codec_stats,05,1.5025844240583406,18.853698457990376,5,5,1
bzip2,34252978,11695265,4.27,9888,2.12,6892,05_9827_2#49.bam_filtered.indp.codec_stats,05,7.650160510311083,5.261072572672142,4,3,5
xz,34252978,11308584,33.35,370164,1.43,35572,05_9827_2#49.bam_filtered.indp.codec_stats,05,0.9794958134641175,7.5417525284773825,2,6,4
rans0,34252978,15628503,0.89,4652,0.98,4668,05_9827_2#49.bam_filtered.indp.codec_stats,05,36.70357907755991,15.208675423446968,6,1,2
rans1,34252978,11590482,0.98,5072,1.05,5856,05_9827_2#49.bam_filtered.indp.codec_stats,05,33.33284222349829,10.527185712541852,3,2,3
gabac,34252978,10772401,4.88,798780,3.74,807744,05_9827_2#49.bam_filtered.indp.codec_stats,05,6.693890446522197,2.746888278002407,1,4,6
gzip,25564614,10672631,24.32,1756,0.52,1604,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,1.0024800896644592,19.573488602271446,5,5,1
bzip2,25564614,11115592,4.25,10516,2.05,6700,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,5.73654488956227,5.171051025390626,6,4,4
xz,25564614,9732044,34.63,295320,1.84,27300,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,0.7040229795160163,5.0441306570301885,4,6,5
rans0,25564614,9227464,0.68,4344,0.74,4640,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,35.853405559764184,11.891885705896327,1,1,2
rans1,25564614,9585015,0.88,5300,0.81,5908,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,27.704904296181418,11.285163738109446,3,2,3
gabac,25564614,9228257,3.88,501508,2.9,477724,20_MH0002_081203_clear_1.bam_filtered.snpsp.codec_stats,20,6.283586541401972,3.0347419607228248,2,3,6
gzip,2975492,285353,1.21,1756,0.05,1552,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,2.34516553642336,5.442676544189453,4,4,3
bzip2,2975492,224464,1.07,9728,0.1,6036,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,2.652009625301183,2.140655517578125,3,3,5
xz,2975492,209232,2.29,97528,0.06,5452,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,1.2391486022149631,3.325653076171875,2,5,4
rans0,2975492,890967,0.07,4024,0.07,4264,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,40.537861415318076,12.138462066650389,6,1,2
rans1,2975492,845027,0.07,4788,0.06,5508,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,40.537861415318076,13.431342442830404,5,1,1
gabac,2975492,203968,0.14,17548,0.11,19932,09_sample-2-10_sorted.bam_filtered.mlen.codec_stats,09,20.268930707659038,1.7683549360795454,1,2,6
gzip,209715200,4632544,28.15,1888,4.84,1596,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,7.104795737122558,0.9127971554590651,3,4,2
bzip2,209715200,4824517,71.94,10696,15.04,6980,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,2.7800945232137892,0.3059187468062056,4,6,7
xz,209715200,5289140,39.41,691464,6.79,67768,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,5.074854097944685,0.7428743702322465,5,5,3
rans0,209715200,28061581,4.69,3832,4.6,4540,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,42.643923240938165,5.817741103794265,6,3,1
rans1,209715200,3601106,3.45,3800,5.56,5460,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,57.97101449275362,0.6176766731756197,2,1,4
gabac,209715200,3517326,3.6,940336,5.47,943128,02_NA12878_S1.bam_filtered.grcomp.cropped.codec_stats,02,55.55555555555556,0.6132328096211938,1,2,5
gzip,209715200,47846176,238.3,1832,3.3,1628,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,0.839278220730172,13.827172481652463,5,5,1
bzip2,209715200,36544255,13.23,10644,9.51,7036,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,15.11715797430083,3.664702145709851,3,4,6
xz,209715200,34258448,255.19,691440,7.16,67712,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,0.7837297699753125,4.563044968930036,2,6,4
rans0,209715200,50154208,3.63,4112,4.22,4596,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,55.09641873278237,11.334308063814426,6,1,2
rans1,209715200,47764618,4.43,5252,4.99,5856,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,45.146726862302486,9.128635154219571,4,2,3
gabac,209715200,32554850,9.86,941056,9.9,1004500,02_NA12878_S1.bam_filtered.mpos.cropped.codec_stats,02,20.28397565922921,3.1360327595412127,1,3,7
gzip,105942445,6566672,58.49,1768,1.5,1680,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,1.7273822672898227,4.174977620442708,4,5,2
bzip2,105942445,6561589,51.62,10720,3.69,6880,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,1.9572760328125096,1.695831681331645,3,4,5
xz,105942445,6216480,74.15,691344,1.88,67724,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,1.3625703144137793,3.1534560183261306,2,6,4
rans0,105942445,15683589,1.97,3988,2.45,4256,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,51.28659330648819,6.104912660559829,6,1,1
rans1,105942445,11001256,2.1,3716,2.74,5468,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,48.11170895894368,3.829056677156991,5,2,3
gabac,105942445,4729558,6.82,1882328,5.16,1887308,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.rcomp.codec_stats,10,14.814455837797908,0.8741197659987812,1,3,6
gzip,209715200,72098197,71.04,1768,10.66,1628,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,2.815315315315315,6.450112451979188,4,4,3
bzip2,209715200,69212815,31.99,10660,20.62,6948,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,6.251953735542357,3.2010903992084017,3,3,5
xz,209715200,55384308,168.7,691380,10.56,67820,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,1.1855364552459988,5.001760612834583,1,5,4
rans0,209715200,157729763,7.43,4704,4.44,5232,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,26.917900403768506,33.87901439323081,6,1,1
rans1,209715200,108879585,7.53,5848,9.34,6316,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,26.560424966799467,11.117308757545096,5,2,2
gabac,209715200,61985533,189.26,2586980,50.57,2921876,10_K562_cytosol_LID8465_TopHat_v2.bam_filtered.mpair.cropped.codec_stats,10,1.0567473317129874,1.1689541390320755,2,6,6
gzip,13653700,3333423,19.64,1748,0.23,1608,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,0.6629930251484732,13.821738699208135,4,6,1
bzip2,13653700,2676247,1.42,9832,0.71,6748,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,9.169847192898603,3.59474370177363,3,4,5
xz,13653700,2485020,18.9,191028,0.45,17040,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,0.6889514822177787,5.2664438883463545,2,5,4
rans0,13653700,3658782,0.31,4072,0.35,4360,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,42.00381617392263,9.969389779227122,6,1,2
rans1,13653700,3464657,0.41,5108,0.43,5784,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,31.758982960770773,7.684079990830533,5,2,3
gabac,13653700,2280847,0.69,91456,0.62,93752,20_MH0003_081203_clean_2.bam_filtered.mpos.codec_stats,20,18.871279730313066,3.508363231535881,1,3,6
gzip,451176,57035,0.47,1872,0.0,1624,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,0.9154786454870346,inf,4,3,1
bzip2,451176,44096,0.04,7180,0.02,3124,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,10.756874084472656,2.1026611328125,3,2,5
xz,451176,43480,0.51,73540,0.01,2608,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,0.8436763987821692,4.146575927734375,2,4,4
rans0,451176,92517,0.01,2112,0.01,2232,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,43.027496337890625,8.823108673095703,6,1,2
rans1,451176,63250,0.01,3104,0.01,3012,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,43.027496337890625,6.031990051269531,5,1,3
gabac,451176,39679,0.01,8076,0.02,7528,20_MH0002_081203_clear_2.bam_filtered.pos.codec_stats,20,43.027496337890625,1.8920421600341797,1,1,6
gzip,2159544,247317,4.88,1768,0.03,1680,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,0.4220290262191022,7.861995697021484,6,6,1
bzip2,2159544,236530,0.19,9572,0.09,6104,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,10.839482357627467,2.506362067328559,5,4,5
xz,2159544,215752,2.87,89752,0.04,5732,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,0.7175963930136651,5.143928527832031,4,5,2
rans0,2159544,196225,0.05,2876,0.06,3480,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,41.190032958984375,3.1189123789469404,3,1,3
rans1,2159544,192563,0.06,2772,0.06,4844,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,34.32502746582031,3.060706456502279,2,2,4
gabac,2159544,190168,0.17,72844,0.15,72424,08_m131004-10.sorted.bam_filtered.gtfl.codec_stats,08,12.114715576171875,1.2090555826822917,1,3,6
gzip,388004,39199,0.3,1720,0.0,1688,20_MH0003_081203_clean_2.bam_filtered.pos.codec_stats,20,1.2334314982096355,inf,4,4,1
bzip2,388004,28740,0.03,3724,0.01,3924,20_MH0003_081203_clean_2.bam_filtered.pos.codec_stats,20,12.334314982096355,2.7408599853515625,2,3,4
