codec,uncompressed_size,compressed_size,compression_ratio,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,stream_id,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
bzip2,15288203,10250721,0.670498749918483,2.14,9940,1.15,6700,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,DS_NF,2,6.813068479,8.500738559,2,4,5
xz,15288203,10012248,0.654900252174831,7.51,204704,1.05,17788,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,DS_NF,2,1.941406997,9.093736921,1,6,4
rANS-0,15288203,12161748,0.795498856209589,0.38,4708,0.39,5032,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,DS_NF,2,38.36833301,29.73935054,6,1,2
rANS-1,15288203,10818301,0.707624107293709,0.54,5956,0.48,6260,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,DS_NF,2,26.99993805,21.49403294,4,2,3
GABAC,15288203,10456034,0.683928255008126,3.29,375284,2.45,361188,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,DS_NF,2,4.431600774,4.070061664,3,5,6
gzip,35897993,7844193,0.218513413827898,66.85,1752,0.53,1580,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,0.512116588,14.11472716,5,6,1
bzip2,35897993,7901055,0.220097402102675,3.58,9892,1.84,6752,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,9.562847468,4.095126753,6,4,5
xz,35897993,7027756,0.195770164644023,49.92,387208,0.77,38600,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,0.685797154,8.704143376,3,5,2
rANS-0,35897993,7154892,0.19931175539535,0.69,4088,0.8,4416,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,49.61593324,8.529295921,4,1,3
rANS-1,35897993,6638148,0.184916967363607,0.75,3968,0.86,5616,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,45.64665858,7.361199135,2,2,4
GABAC,35897993,6508013,0.181291834337368,1.65,565908,2.87,572456,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,DS_MF,2,20.74848117,2.162552212,1,3,7
gzip,1456844,283051,0.194290534882252,1.79,1684,0.02,1624,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,0.776175813,13.49692345,6,6,1
bzip2,1456844,276500,0.189793828302824,0.14,9316,0.06,5880,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,9.923962184,4.394849141,4,3,5
xz,1456844,253208,0.1738058433161,1.43,81624,0.03,5444,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,0.971576717,8.049265544,3,5,3
rANS-0,1456844,276918,0.190080749894978,0.02,3028,0.03,2592,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,69.46773529,8.802986145,5,1,2
rANS-1,1456844,235271,0.16149361221929,0.03,3108,0.03,3776,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,46.31182353,7.47906367,2,2,4
GABAC,1456844,232757,0.159767964174613,0.68,44456,0.49,45312,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,DS_DL,2,2.043168685,0.453008924,1,4,6
gzip,51186400,22634332,0.442194254723911,20.74,1760,1.33,1604,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,2.353671891,16.2299106,5,5,1
bzip2,51186400,22736079,0.444182028820155,6.71,9804,4.96,7004,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,7.274985846,4.371535201,6,4,3
xz,51186400,20899016,0.408292358907835,58.58,520144,9.32,52836,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,0.833307529,2.138503734,4,6,7
rANS-0,51186400,19219221,0.375475145741838,1.27,4412,1.73,4524,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,38.43712994,10.59472685,1,1,2
rANS-1,51186400,19239166,0.375864800025007,2.18,4840,5.55,5816,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,22.39227295,3.305927655,2,2,6
GABAC,51186400,19437103,0.379731784223934,4.34,805344,4.64,824040,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,DS_AP,2,11.24773157,3.994971103,3,3,5
gzip,31950349,435497,0.013630430140215,1.08,1776,0.45,1700,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,28.21317337,0.922938453,4,5,2
bzip2,31950349,326612,0.010222486145613,0.67,9864,0.45,6008,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,45.47795111,0.692181057,1,4,5
xz,31950349,351984,0.011016593277275,3.08,351548,0.39,35268,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,9.892930923,0.860713078,3,6,4
rANS-0,31950349,1199093,0.037529887388711,0.43,3860,0.57,4460,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,70.86099358,2.00621789,6,1,1
rANS-1,31950349,604911,0.018932844833714,0.53,4220,0.64,5128,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,57.4909948,0.901387632,5,3,3
GABAC,31950349,342322,0.010714186564911,0.44,286060,0.73,306144,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X0C,DS_X0C,2,69.25051646,0.447210547,2,2,7
gzip,46004543,6340310,0.137819214941446,113.91,1688,0.72,1604,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,0.385158029,8.398042785,6,6,1
bzip2,46004543,6245533,0.135759048840024,3.82,10528,1.94,6848,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,11.48517044,3.070208461,5,4,5
xz,46004543,5464112,0.118773313322556,77.77,473872,0.82,47132,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,0.564142357,6.354857654,3,5,2
rANS-0,46004543,5713862,0.124202124994482,0.84,3872,0.94,4244,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,52.23017988,5.79698238,4,1,3
rANS-1,46004543,5010683,0.108917134553429,0.94,3780,1.02,5500,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,46.67377776,4.684862436,2,2,4
GABAC,46004543,5008656,0.108873073687527,3.29,891264,2.55,894680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XTA,DS_XTA,2,13.33536508,1.873186897,1,3,7
