codec,uncompressed_size,compressed_size,compression_time_s,compression_max_RSS_kB,decompression_time_s,decompression_max_RSS_kB,filename,test_set,compression_speed_MiB/s,decompression_speed_MiB/s,compression_rank,compression_speed_rank,decompression_speed_rank
bzip2,94139522,15570411,18.71,9884,7.43,6940,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,4.798420326,1.998533118,6,4,5
xz,94139522,13360592,173.32,685900,2.19,67776,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,0.517992409,5.818106595,3,5,3
rANS-0,94139522,13453670,1.69,3968,2.27,4340,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,53.12333982,5.652167198,4,1,4
rANS-1,94139522,12779985,1.88,3852,2.09,5548,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,47.75449164,5.831551894,2,2,2
GABAC,94139522,12467870,15.43,1791476,18.07,1802736,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_CF,1,5.818434497,0.658012584,1,3,7
gzip,90162026,19617031,49.67,1828,1.43,1600,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,1.731129626,13.08269834,3,4,1
bzip2,90162026,19310838,11.27,9892,4.54,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,7.629565973,4.056442782,2,3,5
xz,90162026,17229808,110.91,680628,2.19,67796,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,0.775270116,7.503025281,1,5,4
rANS-0,90162026,24783028,1.96,4148,1.94,4340,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,43.87000434,12.18295736,6,1,2
rANS-1,90162026,23077748,2,4036,2.19,5676,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,42.99260426,10.04961441,5,2,3
GABAC,90162026,20939759,253.86,908008,14.9,1261484,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_SC,1,0.338711134,1.340249017,4,6,7
gzip,94689619,31575804,69.19,1872,2.17,1596,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,1.305146086,13.87697387,6,5,1
bzip2,94689619,31260586,11.44,10196,6.32,6968,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,7.893623922,4.717154744,5,4,5
xz,94689619,28899632,132.54,686124,3.03,67844,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,0.681326827,9.09598574,4,6,4
rANS-0,94689619,26670585,2.09,4216,2.2,4520,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,43.20720463,11.56138724,2,1,2
rANS-1,94689619,26569364,2.32,4424,2.34,5732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,38.92373175,10.82842737,1,2,3
GABAC,94689619,26813430,5.63,1484752,7.71,1511276,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_AP,1,16.03961948,3.316638071,3,3,7
gzip,80459456,22656176,64.19,1780,1.86,1544,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,1.195390508,11.61645869,5,4,2
bzip2,80459456,20367792,18,9940,11.47,6956,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,4.262895372,1.693482137,2,3,7
xz,80459456,19911312,113.38,672608,2.21,67708,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,0.676769419,8.592265548,1,6,4
rANS-0,80459456,31644402,1.81,4468,1.98,4516,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,42.39343464,15.24164315,6,1,1
rANS-1,80459456,21466343,1.84,4288,2.05,5764,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,41.70223734,9.986292676,3,2,3
GABAC,80459456,22327488,94.96,558760,4.21,573232,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_BF,2,0.808046722,5.057755785,4,5,5
gzip,46004543,2196358,9.4,1684,0.66,1636,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,4.667377776,3.17365184,6,5,1
bzip2,46004543,1819282,0.93,9728,0.8,6760,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,47.17564634,2.168753147,3,3,3
xz,46004543,2140036,18.76,474800,0.73,48488,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,2.338664771,2.795749821,5,6,2
rANS-0,46004543,1886289,0.66,3608,0.83,4148,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,66.47477439,2.167355871,4,1,4
rANS-1,46004543,1562226,0.83,3576,1.01,5460,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,52.85945915,1.475103775,2,2,5
GABAC,46004543,1519300,1.27,724636,1.93,725740,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XOC,2,34.54594575,0.750734398,1,4,7
gzip,50716215,8954452,81.28,1776,4.94,1696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,0.595063382,1.728670221,6,6,4
bzip2,50716215,8629596,4.48,10628,6.69,6776,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,10.79614993,1.230168022,5,3,5
xz,50716215,7954800,72.85,516596,1.12,53596,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,0.663922466,6.773471832,4,5,1
rANS-0,50716215,7512089,0.86,3940,1.36,4348,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,56.24040892,5.267710545,3,1,3
rANS-1,50716215,7053346,0.96,3832,1.12,5660,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,50.38203299,6.005888326,2,2,2
GABAC,50716215,6883003,5.3,926400,7.16,933240,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_CF,2,9.125802202,0.916779774,1,4,6
gzip,98916182,54077990,84.85,1772,2.09,1644,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,1.111771623,24.67597615,5,5,1
bzip2,98916182,46061941,10.75,10408,6.86,6976,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,8.775239279,6.403511676,1,3,5
xz,98916182,46192064,92.45,690788,5.09,67768,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,1.02037666,8.654653253,2,6,4
rANS-0,98916182,61858177,2.64,4844,2.57,4892,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,35.73250843,22.95430143,6,1,2
rANS-1,98916182,53428310,3.51,5824,3.3,6224,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,26.87573283,15.44036576,4,2,3
GABAC,98916182,51317657,14.04,1828104,12.25,1879464,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_TS,2,6.718933209,3.995129099,3,4,6
gzip,75662440,54573073,8.95,1748,1.88,1596,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,8.062271033,27.68347771,6,3,1
bzip2,75662440,45265803,10.19,9788,6.05,6880,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,7.081189965,7.135344419,1,4,5
xz,75662440,48755636,87.7,667220,5.91,67768,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,0.822774524,7.867512324,4,6,4
rANS-0,75662440,52798866,2.71,4752,1.95,4864,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,26.62631946,25.82201151,5,2,2
rANS-1,75662440,46189849,2.52,6008,2.95,6200,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,28.63385942,14.93222802,2,1,3
GABAC,75662440,48214609,65.22,1645328,35.5,1692728,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NF,1,1.106368073,1.295240402,3,5,7
gzip,46004543,11322092,88.11,1784,0.76,1692,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,0.497938385,14.20735309,5,6,1
bzip2,46004543,11488202,4.23,9788,2.53,7004,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,10.37195061,4.330436043,6,4,5
xz,46004543,10040952,71.12,473868,1.16,49016,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,0.616891888,8.254998306,4,5,3
rANS-0,46004543,10004413,0.85,4128,1.02,4716,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,51.61570717,9.353874244,3,1,2
rANS-1,46004543,9204125,1.03,4220,1.11,5636,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,42.5954865,7.907871727,1,2,4
GABAC,46004543,9206247,3.1,724532,4.02,733600,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FN,2,14.1526939,2.184020227,2,3,7
gzip,46004543,10059720,84.93,1780,0.77,1696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,0.516582493,12.45934623,6,6,1
bzip2,46004543,9926582,4.45,9936,2.34,6668,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,9.859180022,4.045609531,5,3,5
xz,46004543,8925156,64.21,475296,1.08,48372,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,0.683279101,7.88119634,3,5,3
rANS-0,46004543,8969974,0.85,4072,1.07,4616,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,51.61570717,7.994797965,4,1,2
rANS-1,46004543,8204633,1.03,4100,1.16,5680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,42.5954865,6.7452998,2,2,4
GABAC,46004543,8117201,4.84,890700,4.18,898664,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MQ,2,9.064741962,1.851953616,1,4,7
gzip,94149670,4845611,14.06,1676,12.29,1604,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,6.386068434,0.37600771,5,5,6
bzip2,94149670,4441131,1.91,9864,5.98,6884,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,47.00948805,0.708259627,3,2,4
xz,94149670,4300356,17.72,684552,4.75,67840,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,5.067049784,0.863397699,2,6,3
rANS-0,94149670,7117711,1.64,4616,1.87,4792,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,54.74885499,3.629934851,6,1,1
rANS-1,94149670,4709116,1.97,4648,4.78,5456,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,45.57772699,0.939532005,4,3,2
GABAC,94149670,4096684,12.04,1791236,12.01,1794116,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_MQ,1,7.457485231,0.325304106,1,4,7
gzip,1236281,247370,0.59,1768,0.02,1608,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,1.998321081,11.79552078,3,4,2
bzip2,1236281,231002,0.18,8792,0.06,5940,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,6.550052431,3.671677907,2,3,5
xz,1236281,220108,0.83,81580,0.03,4168,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,1.420493298,6.997044881,1,5,4
rANS-0,1236281,352527,0.02,3180,0.02,2768,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,58.95047188,16.80979729,6,1,1
rANS-1,1236281,326591,0.02,3216,0.03,4172,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,58.95047188,10.38204829,5,1,3
GABAC,1236281,267545,0.15,41136,0.1,41588,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_IN,2,7.860062917,2.55150795,4,2,6
gzip,24897704,3197854,5.26,1776,0.41,1548,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,4.514125635,7.438320067,3,5,3
bzip2,24897704,3140951,3.46,10656,0.75,6772,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,6.862514694,3.99392573,2,4,4
xz,24897704,2129800,19.35,290204,0.57,26696,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,1.227095651,3.563395718,1,6,5
rANS-0,24897704,12396320,0.6,4620,0.62,4628,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,39.57383474,19.06782581,6,1,1
rANS-1,24897704,6742831,0.66,4264,0.66,5680,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,35.9762134,9.743128401,5,2,2
GABAC,24897704,3261890,3.01,288436,1.26,364136,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XAZ,2,7.888472041,2.468873584,4,3,6
gzip,6850019,2500860,0.49,1748,0.12,1716,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,13.33201467,19.87504959,4,3,2
bzip2,6850019,2247952,1.22,9652,0.42,6668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,5.354661629,5.104319255,2,4,5
xz,6850019,2003384,2.19,131908,0.32,9128,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,2.982962186,5.970549583,1,5,4
rANS-0,6850019,5666218,0.23,4704,0.24,4948,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,28.40298777,22.51552741,6,1,1
rANS-1,6850019,4105489,0.31,5828,0.28,6196,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,21.07318447,13.9832122,5,2,3
GABAC,6850019,2415147,3.69,122260,0.57,141108,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.Container,1,1.770375931,4.040813446,3,6,6
gzip,1209128,119157,0.55,1876,0.02,1732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,2.096571489,5.681848526,5,5,1
bzip2,1209128,111307,0.06,8532,0.05,3980,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,19.21857198,2.123012543,2,3,4
xz,1209128,107212,0.68,82724,0.07,4668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,1.695756351,1.460647583,1,6,6
rANS-0,1209128,272058,0.02,2892,0.06,2748,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,57.65571594,4.324245453,6,1,2
rANS-1,1209128,117600,0.04,2876,0.04,3612,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,28.82785797,2.80380249,4,2,3
GABAC,1209128,113017,0.07,23876,0.07,24272,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_DL,1,16.4730617,1.539734432,3,4,5
gzip,39434892,7367336,90.65,1736,0.65,1640,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,0.414870862,10.80929096,6,6,1
bzip2,39434892,7285920,3.39,10188,1.87,6848,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,11.09381819,3.715719131,5,4,5
xz,39434892,6461412,56.05,416176,0.95,41356,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,0.670973125,6.486402813,3,5,4
rANS-0,39434892,6749498,0.69,3920,0.89,4296,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,54.50441112,7.232385271,4,1,2
rANS-1,39434892,6290853,0.87,3956,0.92,5540,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,43.2276364,6.521114059,2,2,3
GABAC,39434892,6091908,2.7,839188,2.69,845144,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_FC,2,13.92890506,2.159738363,1,3,7
gzip,31755737,650769,1.89,1764,0.5,1644,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,16.02361417,1.241243362,4,5,3
bzip2,31755737,516860,0.53,9732,0.45,6168,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,57.14081278,1.095369127,1,3,5
xz,31755737,538704,6.12,351264,0.44,33560,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,4.948469081,1.167609475,3,6,4
rANS-0,31755737,1334186,0.5,3800,0.6,4444,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,60.56926155,2.120631536,6,2,1
rANS-1,31755737,897255,0.61,4576,0.64,5484,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,49.6469357,1.337014139,5,4,2
GABAC,31755737,538314,0.46,284120,0.76,304012,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_X1C,2,65.83615386,0.675495047,2,1,7
gzip,46004543,7550690,42.78,1772,0.74,1640,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,1.025557529,9.730944762,6,5,1
bzip2,46004543,7221331,2.7,9848,1.7,6828,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,16.2493893,4.051057591,5,4,5
xz,46004543,6564916,60.39,474912,1.1,48520,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,0.726500267,5.69162889,3,6,3
rANS-0,46004543,6734951,0.86,4020,0.96,4556,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,51.01552453,6.690572699,4,1,2
rANS-1,46004543,6017344,0.97,4080,1.11,5676,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,45.23025886,5.169897681,2,2,4
GABAC,46004543,5862340,1.76,724612,2.44,730052,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_XMC,2,24.9280404,2.291296349,1,3,6
gzip,94759522,24899936,98.09,1756,1.67,1600,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,0.921293938,14.21941883,6,5,1
bzip2,94759522,23988568,6.75,9780,5.12,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,13.38810702,4.468218982,5,3,4
xz,94759522,21879992,127.95,686356,4.33,67852,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,0.70628935,4.819026885,3,6,2
rANS-0,94759522,23778218,3.54,4748,5.04,4980,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,25.52817016,4.499340436,4,2,3
rANS-1,94759522,21749687,2.3,4840,5.92,5804,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,39.29118364,3.503736129,2,1,5
GABAC,94759522,20843335,8.49,1794532,18.29,1849320,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_ASC,1,10.6442547,1.08680991,1,4,7
gzip,209715200,89283917,63.42,1780,3.92,1648,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,3.153579313,21.72137207,5,5,1
bzip2,209715200,80363714,21.73,9996,12.69,6992,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,9.203865624,6.039464934,3,4,6
xz,209715200,78659184,281.41,691564,8.06,67828,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,0.710706798,9.307102175,2,6,4
rANS-0,209715200,107020350,4.56,4632,4.75,4928,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,43.85964912,21.48685455,6,1,2
rANS-1,209715200,75438395,5.39,4528,5.78,5912,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,37.10575139,12.44699996,1,2,3
GABAC,209715200,82236508,21.57,1007528,15.75,1025668,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_QS.cropped,1,9.272137228,4.979482257,4,3,7
gzip,15288203,11694785,1.17,1740,0.32,1684,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,12.46150987,34.85317528,5,3,1
bzip2,15288203,10250721,2.14,9940,1.15,6700,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,6.813068479,8.500738559,2,4,5
xz,15288203,10012248,7.51,204704,1.05,17788,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,1.941406997,9.093736921,1,6,4
rANS-0,15288203,12161748,0.38,4708,0.39,5032,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,38.36833301,29.73935054,6,1,2
rANS-1,15288203,10818301,0.54,5956,0.48,6260,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,26.99993805,21.49403294,4,2,3
GABAC,15288203,10456034,3.29,375284,2.45,361188,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_NF,2,4.431600774,4.070061664,3,5,6
gzip,35897993,7844193,66.85,1752,0.53,1580,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,0.512116588,14.11472716,5,6,1
bzip2,35897993,7901055,3.58,9892,1.84,6752,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,9.562847468,4.095126753,6,4,5
xz,35897993,7027756,49.92,387208,0.77,38600,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,0.685797154,8.704143376,3,5,2
rANS-0,35897993,7154892,0.69,4088,0.8,4416,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,49.61593324,8.529295921,4,1,3
rANS-1,35897993,6638148,0.75,3968,0.86,5616,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,45.64665858,7.361199135,2,2,4
GABAC,35897993,6508013,1.65,565908,2.87,572456,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_MF,2,20.74848117,2.162552212,1,3,7
gzip,94759522,1853629,10.49,1800,1.3,1688,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,8.614844839,1.35981413,5,5,3
bzip2,94759522,1465279,1.4,9856,1.39,6728,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,64.54980169,1.005322985,2,2,4
xz,94759522,1695596,25.28,686836,1.18,67820,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,3.574751676,1.370378268,3,6,2
rANS-0,94759522,4570683,1.33,3780,1.75,4556,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,67.94715967,2.490824563,6,1,1
rANS-1,94759522,1722543,1.57,3616,1.85,5436,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,57.56033272,0.88797028,4,3,5
GABAC,94759522,1366436,2.41,1485812,14.34,1487100,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_TL,1,37.49781011,0.090874123,1,4,6
gzip,1456844,283051,1.79,1684,0.02,1624,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,0.776175813,13.49692345,6,6,1
bzip2,1456844,276500,0.14,9316,0.06,5880,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,9.923962184,4.394849141,4,3,5
xz,1456844,253208,1.43,81624,0.03,5444,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,0.971576717,8.049265544,3,5,3
rANS-0,1456844,276918,0.02,3028,0.03,2592,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,69.46773529,8.802986145,5,1,2
rANS-1,1456844,235271,0.03,3108,0.03,3776,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,46.31182353,7.47906367,2,2,4
GABAC,1456844,232757,0.68,44456,0.49,45312,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_DL,2,2.043168685,0.453008924,1,4,6
gzip,1603192,135199,0.34,1784,0.07,1732,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,4.496832455,1.841940199,3,4,5
bzip2,1603192,135669,0.56,8832,0.05,5976,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,2.730219705,2.587680817,4,5,3
xz,1603192,117352,0.71,83984,0.03,5760,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,2.153412725,3.730519613,1,6,2
rANS-0,1603192,449083,0.03,3156,0.03,3004,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,50.96410116,14.2759641,6,1,1
rANS-1,1603192,425173,0.05,3288,0.17,4072,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,30.57846069,2.385156295,5,2,4
GABAC,1603192,134090,0.12,21368,0.15,25956,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_IN,1,12.74102529,0.852521261,2,3,7
gzip,5321916,633019,1.8,1732,0.08,1620,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,2.819652557,7.546174526,5,5,1
bzip2,5321916,605632,0.23,9456,0.15,6504,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,22.0668461,3.850504557,4,3,2
xz,5321916,566128,1.96,117352,0.16,8464,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,2.589476838,3.374385834,2,6,4
rANS-0,5321916,725739,0.17,3504,0.2,4012,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,29.85514473,3.460593224,6,2,3
rANS-1,5321916,594641,0.16,3512,0.26,5156,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,31.72109127,2.181130189,3,1,5
GABAC,5321916,506688,0.41,120636,0.8,114804,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_NS,1,12.37896245,0.604019165,1,4,7
gzip,209715200,406871,2.14,1700,2.93,1640,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,93.45794393,0.132430861,4,1,3
bzip2,209715200,21540,67.36,9644,3.33,5612,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,2.96912114,0.006168812,2,6,5
xz,209715200,30660,14.99,691228,2.47,67752,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,13.34222815,0.011837917,3,5,4
rANS-0,209715200,101604000,4.06,4524,4.15,4812,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,49.26108374,23.34870488,6,3,1
rANS-1,209715200,3308400,3.24,3788,4.22,5396,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,61.72839506,0.747662585,5,2,2
GABAC,209715200,49,12.21,1848168,13.79,2102928,01_ERR17431.aln.sort.dupmark.rg.11.bam.cram_rawstreams.DS_PGZ.cropped,1,16.38001638,3.39E-06,1,4,6
gzip,51186400,22634332,20.74,1760,1.33,1604,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,2.353671891,16.2299106,5,5,1
bzip2,51186400,22736079,6.71,9804,4.96,7004,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,7.274985846,4.371535201,6,4,3
xz,51186400,20899016,58.58,520144,9.32,52836,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,0.833307529,2.138503734,4,6,7
rANS-0,51186400,19219221,1.27,4412,1.73,4524,02_NA12878_S1.chr11.bam.cram_rawstreams.DS_AP,2,38.43712994,10.59472685,1,1,2
